player_id,name,position,team,injury_status,fantasy_positions,adp,proj_points
6462,Ellis Richardson,TE,,,['TE'],,
11255,Nick Amoah,OL,,,['OL'],,
8842,Malkelm Morrison,CB,,,['DB'],,
7926,Carl Tucker,TE,,,['TE'],,
1875,C.J. Mosley,LB,,Questionable,['LB'],,
8478,Samuel Womack,CB,IND,,['DB'],,
995,Ron Parker,FS,,,['DB'],,
1408,Le'Veon Bell,RB,TB,,['RB'],,
8074,Matt Seybert,TE,,,['TE'],,
156,William Gay,CB,,,['DB'],,
7311,Javin White,LB,,,"['DB', 'LB']",,
2091,Bashaud Breeland,CB,ARI,,['DB'],,
13175,Kinkead Dent,QB,,,['QB'],,
11533,Brandon Aubrey,K,DAL,,['K'],,
2508,Amarlo Herrera,LB,,,['LB'],,
2199,Kasim Edebali,DE,,,"['DL', 'LB']",,
2881,Tyler Slavin,WR,,,['WR'],,
2064,DeMarcus Lawrence,DE,SEA,,['DL'],,
1284,Lance Dunbar,RB,,,['RB'],,
2801,DeAndrew White,WR,,Questionable,['WR'],,
4501,Devaroe Lawrence,DT,,,['DL'],,
5852,DeAndre Baker,CB,,,['DB'],,
1073,Taylor Thompson,TE,,,['TE'],,
3374,Kevon Seymour,CB,WAS,,['DB'],,
8012,Corey Straughter,CB,,,['DB'],,
7918,A.J. Rose,RB,,,['RB'],,
777,Erik Pears,T,,,['OL'],,
13229,Decarius Hawthorne,DL,LAR,,['DL'],,
5428,Ricky Jeune,WR,,,['WR'],,
1982,Aaron Colvin,CB,,,['DB'],,
12376,Marquis Wilson,DB,,,['DB'],,
7882,Christian Uphoff,DB,,,['DB'],,
8733,Jake Hummel,LB,BAL,,['LB'],,
13221,Brett Gabbert,QB,MIA,,['QB'],,
11522,Jerome Kapp,WR,,,['WR'],,
2474,Nick Boyle,TE,,,['TE'],,
8852,Ty Clary,OL,,,['OL'],,
8809,Aaron Shampklin,RB,,,['RB'],,
9487,Parker Washington,WR,JAX,,['WR'],,
6923,Geno Stone,DB,CIN,,['DB'],,
1907,Johnny Manziel,QB,,,['QB'],,
7325,Joe Gaziano,DE,,,['DL'],,
8716,Jarrid Williams,OL,,,['OL'],,
6648,Brock Ruble,OT,,,['OL'],,
3342,Jakeem Grant,WR,,,['WR'],,
1684,Jaron Brown,WR,,,['WR'],,
3268,Eric Murray,DB,JAX,,['DB'],,
4449,Nicholas Morrow,LB,,,['LB'],,
11072,Joshua Pryor,DL,,,['DL'],,
6918,Salvon Ahmed,RB,IND,Questionable,['RB'],,
6137,Tommy Sweeney,TE,,Out,['TE'],,
12784,Jason Ivey,OL,CLE,,['OL'],,
12602,Mykel Williams,DL,SF,Questionable,['DL'],,
11340,Brad Cecil,OL,,,['OL'],,
5668,Aaron Stinnie,G,NYG,,"['OG', 'OL']",,
13132,JJ Roberts,DB,TB,,['DB'],,
3561,Bryce Williams,TE,,,['TE'],,
832,Ryan Whalen,WR,,,['WR'],,
12586,Cameron Williams,OL,PHI,,['OL'],,
6751,Duplicate Player,,,,,,
3356,Kyle Murphy,OT,NO,,"['OL', 'OT']",,
6786,CeeDee Lamb,WR,DAL,,['WR'],,
5038,Michael Gallup,WR,WAS,,['WR'],,
10938,DJ Johnson,LB,CAR,Questionable,['LB'],,
4433,Xavier Coleman,CB,,,['DB'],,
11584,Bucky Irving,RB,TB,,['RB'],,
1195,Doug Martin,RB,,,['RB'],,
2023,De'Anthony Thomas,WR,,,['WR'],,
1461,Mike Catapano,LB,,,"['DL', 'LB']",,
7116,Kevin Dotson,OL,LAR,,['OL'],,
4907,Nick Sirianni,,,,,,
11649,Kendall Milton,RB,CIN,,['RB'],,
6783,Jerry Jeudy,WR,CLE,,['WR'],,
12887,Joshua Gray,OL,ATL,,['OL'],,
5592,Tejan Koroma,C,,,['OL'],,
2481,Max Valles,LB,,,"['DL', 'LB']",,
221,Brent Celek,TE,,,['TE'],,
387,Knowshon Moreno,RB,,,['RB'],,
8432,Player Invalid,TE,,,['TE'],,
7232,Rashad Smith,LB,,,['LB'],,
12213,Anthony Sao,CB,,,['DB'],,
11616,Jacob Cowing,WR,SF,Questionable,['WR'],,
5965,Miles Boykin,WR,CHI,,['WR'],,
2125,Andrew Peacock,WR,,,['WR'],,
11770,JD Bertrand,LB,ATL,,['LB'],,
13064,Dorian Singer,WR,JAX,,['WR'],,
4992,Dante Pettis,WR,NO,,['WR'],,
1590,Eric Reid,SS,,,['DB'],,
4804,Darrell Brown,OT,,,['OL'],,
4529,Ryan Lewis,CB,,,['DB'],,
12739,Tommy Akingbesote,DT,DAL,,['DL'],,
439,JJ Jansen,LS,CAR,,['LS'],,
6858,James Lynch,DT,TEN,,['DL'],,
1510,Jordan Mills,T,,,"['OL', 'OT']",,
12785,Dom Jones,DB,CLE,,['DB'],,
4925,Jordan Wade,G,OAK,,['OL'],,
3620,Bralon Addison,WR,,,['WR'],,
11155,Christian Sims,TE,,,['TE'],,
12814,Josh Kaltenberger,OL,LAC,,['OL'],,
1995,Telvin Smith,LB,,,['LB'],,
10926,Marte Mapu,DB,NE,,['DB'],,
9504,Kayshon Boutte,WR,NE,,['WR'],,
4828,Rashard Davis,WR,,,['WR'],,
1914,Dri Archer,RB,,,['RB'],,
11525,Daniel Whelan,P,,,['P'],,
1711,Darren Woodard,CB,,,['DB'],,
4396,Drew Morgan,WR,,,['WR'],,
12633,Wyatt Milum,OL,JAX,,['OL'],,
4038,John Ross,WR,,Questionable,['WR'],,
1148,Kyle Wilber,LB,,,['LB'],,
12507,Omarion Hampton,RB,LAC,,['RB'],,
914,Leonard Hankerson,WR,,,['WR'],,
1649,Jordan Kovacs,DB,,,['DB'],,
12758,Hayden Harris,DE,BUF,IR,['DL'],,
11439,Jaleel McLaughlin,RB,DEN,,['RB'],,
11282,Johnny King,WR,,,['WR'],,
3730,Tevin Jones,WR,,,['WR'],,
7153,Kyle Hinton,G,ATL,,['OL'],,
3414,Anthony Sarao,ILB,,,['LB'],,
186,DeMarcus Ware,DE,,,"['DL', 'LB']",,
11450,Tyler Beach,OL,,,['OL'],,
11109,Mark Evans,OL,,,['OL'],,
1150,Shea McClellin,LB,,,['LB'],,
1813,Randell Johnson,LB,,,['LB'],,
4788,Duplicate Player,CB,,,['DB'],,
8533,Josh Sokol,C,,,,,
2330,Shaq Thompson,LB,BUF,,['LB'],,
1609,Chris Pantale,TE,,,['TE'],,
5718,Ryan Yurachek,TE,,,['TE'],,
3916,David Watford,WR,,,['WR'],,
12964,Michael Tarquin,OT,CAR,,['OT'],,
12452,Ralph Holley,DT,CLE,,['DL'],,
6639,Terrell Bonds,CB,,,['DB'],,
5530,Evan Berry,WR,,,['WR'],,
11445,Taylor Grimes,WR,,,['WR'],,
174,Jay Ratliff,NT,,,['DL'],,
5619,Dalyn Dawkins,RB,,,['RB'],,
5122,Boston Scott,RB,,,['RB'],,
7823,Nate Hobbs,CB,GB,Questionable,['DB'],,
5396,Sergio Bailey II,WR,,NA,['WR'],,
7160,Ledarius Mack,LB,,Questionable,"['DL', 'LB']",,
2854,Kenneth Horsley,DT,,,['DL'],,
11629,Devontez Walker,WR,BAL,,['WR'],,
6623,Jomon Dotson,DB,,,['DB'],,
5031,Oren Burks,LB,CIN,,['LB'],,
13024,Jay Higgins,LB,BAL,,['LB'],,
680,Kory Lichtensteiger,C,,,['OL'],,
12446,Marvin Moody,LB,,,['LB'],,
526,Arthur Jones,DE,,,['DL'],,
12342,Travis Benham,P,,,['P'],,
7229,Dieter Eiselen,OL,,,['OL'],,
6478,Ryan Crozier,G,,,['OL'],,
3060,Kevin Coyle,,,,,,
2109,Ryan Groy,G,,Questionable,['OL'],,
5003,Shaquem Griffin,LB,,,['LB'],,
355,Brian Leonard,RB,,,['RB'],,
506,David Nelson,WR,,,['WR'],,
737,Mickey Shuler,TE,,,['TE'],,
12766,Devin Brandt-Epps,DL,,,['DL'],,
1749,Jake Stoneburner,TE,,,['TE'],,
4758,Brett Veach,,,,,,
8361,Damarion Williams,DB,SEA,,['DB'],,
3054,Tyreek Burwell,T,,,['OL'],,
2320,Melvin Gordon,RB,,,['RB'],,
11037,Cory Trice,CB,PIT,Questionable,['DB'],,
1100,Jared Crick,DE,,,['DL'],,
1895,AJ McCarron,QB,,,['QB'],,
11906,Ty James,WR,,,['WR'],,
5040,Tarvarius Moore,DB,,,['DB'],,
12493,Oronde Gadsden,TE,LAC,,['TE'],,
2496,Malcolm Johnson,FB,,,['RB'],,
3876,Michael Wakefield,OLB,,,['LB'],,
7144,Clay Johnston,LB,,,['LB'],,
3728,Brian Price,DT,,,['DL'],,
6581,Derick Roberson,LB,,,['LB'],,
4712,Johnny Ragin,ILB,,,['LB'],,
1660,Brynden Trawick,FS,,,['DB'],,
287,Brad Smith,WR,,,['WR'],,
7258,Luke Sellers,FB,,,['RB'],,
3040,David Irving,DE,,,['DL'],,
12028,TaMerik Williams,RB,,,['RB'],,
521,Jeff Cumberland,TE,,,['TE'],,
7399,Bejour Wilson,CB,,,['DB'],,
1279,Orie Lemon,LB,,,['LB'],,
4379,Geoff Gray,G,,,['OL'],,
1991,Rashaad Reynolds,CB,,,['DB'],,
11512,Tyrus Wheat,DE,DAL,,['DL'],,
12699,LaJohntay Wester,WR,BAL,,['WR'],,
3488,D.J. Foster,RB,,,['RB'],,
11044,Nick Broeker,OL,PIT,,['OL'],,
630,Phillip Adams,CB,,,['DB'],,
5557,Emmanuel Beal,ILB,,,['LB'],,
4909,Duce Staley,RB,,,['RB'],,
1412,Shamarko Thomas,SS,,,['DB'],,
3697,Kyle Rose,NT,,,['DL'],,
4281,Josh Carraway,OLB,,,['LB'],,
12244,DeAngelo Hardy,WR,,,['WR'],,
13233,Joey Lombard,OL,KC,,['OL'],,
7497,Kamaal Seymour,OT,,,"['OL', 'OT']",,
489,Jamon Meredith,T,,,['OL'],,
1387,Rex Burkhead,RB,,,['RB'],,
3759,Gabe Hughes,TE,,,['TE'],,
8030,Emmanuel Rugamba,CB,,,['DB'],,
5832,Mercy Maston,CB,,,['DB'],,
11122,Andrew Farmer,LB,DEN,,['LB'],,
6559,Tanner Volson,C,,,['OL'],,
7386,Malcolm Elmore,DB,,,['DB'],,
7553,Kyle Pitts,TE,ATL,,['TE'],,
5143,Demario Richard,RB,,,['RB'],,
5308,Duplicate Player,DE,LAR,Out,['DL'],,
12640,Teddye Buchanan,LB,BAL,,['LB'],,
1172,Don Barclay,G,,,['OL'],,
5617,Austin Barnard,P,,,['P'],,
5664,Trent Harris,LB,,,['LB'],,
2874,Leon Mackey,DE,,,['DL'],,
4065,Derek Barnett,DE,HOU,PUP,['DL'],,
7501,Evan Foster,S,,,['DB'],,
8410,Jequez Ezzard,WR,,Questionable,['WR'],,
12694,RJ Mickens,DB,LAC,,['DB'],,
5845,Dwayne Haskins,QB,PIT,,['QB'],,
2025,Albert Wilson,WR,,,['WR'],,
5838,Phillip Andersen,K,,,['K'],,
12300,Joshua Lingenfelter,TE,,,['TE'],,
767,Chris Baker,DT,,,['DL'],,
8645,Benjie Franklin,CB,,,['DB'],,
1523,Josh Boyd,DT,,,['DL'],,
11134,Kaleb Hayes,CB,,,['DB'],,
11304,E.J. Jenkins,TE,PHI,Questionable,['TE'],,
8502,Cade Mays,OL,CAR,,['OL'],,
10940,Nick Herbig,LB,PIT,,"['DL', 'LB']",,
5534,Elijah Campbell,DB,MIA,,['DB'],,
4746,Ryan Reid,CB,,,['DB'],,
7970,Ar'Darius Washington,DB,BAL,PUP,['DB'],,
19,Joe Flacco,QB,CLE,,['QB'],,
12329,Cade Beresford,OL,,,['OL'],,
5296,Elijah Wellman,FB,,,['TE'],,
7782,Isaiah McDuffie,LB,GB,,['LB'],,
2782,Dominique Davis,DE,,,['DL'],,
12301,Treylen Brown,C,,,,,
11279,Chim Okorafor,OT,,,['OT'],,
4216,Desmond King,DB,,,['DB'],,
2160,Zac Kerin,G,,,['OL'],,
4363,Demetrious Cox,SS,,,['DB'],,
3837,Kenneth Durden,CB,,,['DB'],,
10941,Tyler Lacy,DE,JAX,,['DL'],,
11756,Hunter Nourzad,OL,KC,,['OL'],,
3466,Andrew Williamson,SS,,,['DB'],,
1009,Bryan Walters,WR,,,['WR'],,
10970,Henry To'oTo'o,LB,HOU,,['LB'],,
8609,Hauati Pututau,DT,,,['DL'],,
2678,Ray Drew,DE,,,['DL'],,
12967,Jacolby George,WR,CAR,,['WR'],,
3865,Chris Edwards,DB,,,['DB'],,
4553,Dieugot Joseph,OT,,,['OL'],,
3053,Shane McDermott,G,,,['OL'],,
1524,Kevin Dorsey,WR,,,['WR'],,
1250,Will Johnson,TE,,,"['RB', 'TE']",,
11129,Nic Melsop,T,,,['OL'],,
7246,Drake Dorbeck,T,,,['OL'],,
2519,Neal Sterling,TE,,,['TE'],,
6624,Joshua Simmons,CB,,,['DB'],,
13228,Ife Adeyi,WR,PHI,,['WR'],,
2721,Chris Harper,WR,,,['WR'],,
6459,Sean Modster,WR,,,['WR'],,
12264,Cole Beck,WR,,,['WR'],,
2735,Thurston Armbrister,LB,,,['LB'],,
801,Charles Clay,TE,,,['TE'],,
4911,Quinton Schooley,C,,,['OL'],,
4275,Justin Senior,OT,,,['OL'],,
306,DeAngelo Williams,RB,,,['RB'],,
3484,Nelson Spruce,WR,,,['WR'],,
2676,Zach Vigil,LB,,,['LB'],,
6374,Drew Belcher,TE,,,['TE'],,
4054,Mo Alie-Cox,TE,IND,,['TE'],,
1450,Ace Sanders,WR,,,['WR'],,
1966,Ryan Lankford,WR,,,['WR'],,
7944,Michael Strachan,WR,WAS,,['WR'],,
11319,Truman Jones,DE,NE,,['DL'],,
219,Mario Williams,DE,,,['DL'],,
2919,Tyler McDonald,WR,,,['WR'],,
7740,Kobe Jones,LB,,,"['DL', 'LB']",,
1550,Ryan Griffin,QB,,,['QB'],,
4969,Vita Vea,DT,TB,,['DL'],,
13108,Julian Fleming,WR,,,['WR'],,
623,Rodger Saffold,G,,,"['OG', 'OL']",,
557,Perrish Cox,CB,,,['DB'],,
11794,Micah Abraham,CB,,,['DB'],,
6930,Trystan Colon,C,DET,,['OL'],,
3423,Robbie Chosen,WR,,,['WR'],,
3175,Jack Conklin,OT,CLE,,"['OL', 'OT']",,
1897,Nikita Whitlock,FB,,,['RB'],,
12121,Deshaun Fenwick,RB,,,['RB'],,
3723,Josh James,G,,,['OL'],,
1282,Ryan Davis,DE,,,"['DL', 'LB']",,
406,John Phillips,TE,,,['TE'],,
3496,Stephen Anderson,TE,,,['TE'],,
1,GJ Kinne,QB,,,['QB'],,
4813,Marvin Bracy,WR,,,['WR'],,
11365,Tyreque Jones,DB,,,['DB'],,
1800,Jordan Matthews,TE,,,['TE'],,
7795,Rodarius Williams,CB,,,['DB'],,
5907,Vosean Joseph,OLB,,,['LB'],,
6702,Andrew Jacas,K,,,['K'],,
2780,Ian Wild,S,,,['DB'],,
591,Major Wright,SS,,,['DB'],,
4833,Connor Bozick,G,,,['OL'],,
833,Jordan Cameron,TE,,,['TE'],,
7964,Leighton McCarthy,LB,,,['LB'],,
7634,Jamin Davis,LB,NYJ,,['LB'],,
7846,Caleb Johnson,LB,ATL,,['LB'],,
4209,Danny Isidora,OL,,,"['OG', 'OL']",,
2537,Mario Alford,WR,,,['WR'],,
3953,Austin Trainor,QB,,,['QB'],,
12258,Buddha Jones,NT,,Questionable,['DL'],,
5100,Jordan Wilkins,RB,,,['RB'],,
7938,Hunter Kampmoyer,TE,,,['TE'],,
12848,Josh Kelly,WR,DAL,,['WR'],,
404,Jon Kitna,QB,,,['QB'],,
7392,Javelin Guidry,CB,,,['DB'],,
4847,Mikey Bart,DE,,,"['DL', 'LB']",,
2758,Brennen Beyer,ILB,,,['LB'],,
11376,Richard Gouraige,OL,BUF,,['OL'],,
7381,Niko Lalos,DE,,,['DL'],,
1872,Timmy Jernigan,DT,,,['DL'],,
7199,Josh Nurse,DB,,,['DB'],,
698,Charlie Whitehurst,QB,,,['QB'],,
6221,Justin Skule,OT,MIN,,"['OL', 'OT']",,
8698,Jake Tonges,TE,SF,,['TE'],,
3453,Josh Ferguson,RB,,,['RB'],,
4385,Kalif Phillips,RB,,,['RB'],,
1623,Marcus Cromartie,FS,,,['DB'],,
7013,Steven Montez,QB,,,['QB'],,
8084,Mark Gilbert,CB,,Questionable,['DB'],,
11849,Karsen Barnhart,OL,LAC,,['OL'],,
2745,Brad Bars,DE,,,"['DL', 'LB']",,
2193,Darrin Reaves,RB,,,['RB'],,
7862,T.J. Vasher,WR,,,['WR'],,
12459,Player Invalid,RB,,,['RB'],,
10233,Max Duggan,QB,,,['QB'],,
8079,Craig Stevens,TE,,,['TE'],,
1517,Theo Riddick,RB,,,['RB'],,
5354,Canon Rooker,K,,,['K'],,
1396,Josh Aubrey,SS,,,['DB'],,
6279,Brandon Dillon,TE,,Questionable,['TE'],,
6501,C.J. Conrad,TE,,,['TE'],,
5704,David Tepper,,,,,,
11217,Michael Ayers,LB,,,['LB'],,
85,Justin Tuck,DE,,,['DL'],,
11709,Matt Goncalves,OL,IND,,['OL'],,
11161,Kendall Smith,DB,,,['DB'],,
8796,Silas Kelly,LB,,Questionable,['LB'],,
8620,Segun Olubi,LB,IND,Questionable,['LB'],,
2311,Leonard Williams,DE,SEA,,['DL'],,
6351,Corrion Ballard,S,,,['DB'],,
3587,Stefan McClure,SS,,,['DB'],,
11865,Jalyn Phillips,DB,,,['DB'],,
3777,Dillon Gordon,OT,,,['OL'],,
5728,Kendall Calhoun,OT,,,['OL'],,
1007,Kevin Brock,TE,,,['TE'],,
4932,Nick James,DT,,,['DL'],,
6476,D'Angelo Ross,DB,HOU,,['DB'],,
3005,Lavon Hooks,DT,,,['DL'],,
3511,Aziz Shittu,DT,,,['DL'],,
5776,Mark Chapman,WR,,,['WR'],,
6818,Nnamdi Madubuike,DT,BAL,,['DL'],,
2948,Brandon Cottom,RB,,,['RB'],,
12971,Ke'Shawn Williams,WR,PIT,,['WR'],,
5635,Rashard Fant,CB,,,['DB'],,
6381,Alexander Hollins,WR,,,['WR'],,
6016,Dax Raymond,TE,PIT,,['TE'],,
5538,Fred Lauina,G,,,['OL'],,
13244,R.J. Moten,LB,NE,,['LB'],,
11744,Dadrion Taylor-Demerson,DB,ARI,,['DB'],,
3738,Jake Bernstein,G,,,['OL'],,
1163,Markus Kuhn,DT,,,['DL'],,
4662,Dillon DeBoer,C,,,['OL'],,
11157,Brycen Tremayne,WR,CAR,,['WR'],,
3471,Aaron Green,RB,,,['RB'],,
977,Demarcus Dobbs,DE,,,['DL'],,
2297,Glenn Winston,RB,,,['RB'],,
6981,Tipa Galeai,LB,,Questionable,"['DL', 'LB']",,
881,Ricky Stanzi,QB,,,['QB'],,
4542,B.T. Sanders,SS,,,['DB'],,
5841,Ed Oliver,DT,BUF,,['DL'],,
8366,Isaiah Graham-Mobley,LB,,,['LB'],,
6908,La'Mical Perine,RB,,,['RB'],,
7710,Janarius Robinson,DE,KC,,['DL'],,
1370,William Campbell,G,,,['OL'],,
3482,Elijah Shumate,SS,,,['DB'],,
12571,Mike Green,DL,BAL,,"['DL', 'LB']",,
4569,Brian Brown,WR,,,['WR'],,
8823,Alex Mollette,OL,,,['OL'],,
12120,Zuri Henry,OL,,,['OL'],,
8277,Christopher Allen,LB,,,['LB'],,
3945,Darius White,WR,,,['WR'],,
12060,Aaron Casey,LB,,,['LB'],,
5525,Justin Evans,OT,,,['OL'],,
4673,Algernon Brown,FB,,,['RB'],,
5007,Keke Coutee,WR,,,['WR'],,
8116,Pierre Strong,RB,CLE,,['RB'],,
2518,Hayes Pullard,LB,,,['LB'],,
6823,Jacob Eason,QB,,,['QB'],,
3648,Matt Weiser,TE,,,['TE'],,
7675,Wyatt Davis,G,,,"['OG', 'OL']",,
1469,John Wetzel,OG,,,"['OG', 'OL']",,
7619,Mathew Sexton,WR,,,['WR'],,
7555,Jamie Newman,QB,,,['QB'],,
7195,John Daka,DE,,,"['DL', 'LB']",,
4333,Jhaustin Thomas,DT,,,['DL'],,
3251,Jordan Jenkins,DE,,Questionable,"['DL', 'LB']",,
4855,Simeon Rice,DE,,,['DL'],,
547,Shelley Smith,G,,,['OL'],,
6114,Zack Bailey,G,,,['OL'],,
525,Morgan Cox,LS,TEN,,['LS'],,
7585,Davis Mills,QB,HOU,,['QB'],,
3284,Deon Bush,DB,KC,Questionable,['DB'],,
12399,Caleb Chapman,WR,,,['WR'],,
2603,Shane Wynn,WR,,,['WR'],,
12221,Andre Carter,DL,,,['DL'],,
1632,Deveron Carr,CB,,,['DB'],,
3984,Taylor Symmank,P,,,['P'],,
1084,Trevin Wade,CB,,,['DB'],,
708,Frank Zombo,LB,,,['LB'],,
8025,Adam Prentice,FB,,,['RB'],,
11406,Corey Mayfield,CB,,,['DB'],,
7787,Damar Hamlin,DB,BUF,,['DB'],,
8931,Josh Ali,WR,,,['WR'],,
5376,Jack Cichy,LB,,,['LB'],,
11434,Seth Benson,LB,,,['LB'],,
2052,Tevin Reese,WR,,,['WR'],,
7700,Joshua Kaindoh,DE,,,['DL'],,
8633,Stephon Robinson,WR,,,['WR'],,
5436,Emmanuel Moseley,CB,,Questionable,['DB'],,
2359,Ameer Abdullah,RB,SF,,['RB'],,
6225,Kahzin Daniels,OLB,,,['LB'],,
1743,Brittan Golden,WR,,,['WR'],,
1630,Darius Eubanks,LB,,,['LB'],,
3489,Keith Lumpkin,OT,,,['OL'],,
103,Matt Forte,RB,,,['RB'],,
6305,Austin Cutting,LS,,,['LS'],,
788,Dion Lewis,RB,,,['RB'],,
5043,Nathan Shepherd,DT,NO,,['DL'],,
8241,Anthony Brown,QB,,,['QB'],,
5854,Drew Lock,QB,SEA,,['QB'],,
5021,Lorenzo Carter,LB,,NA,"['DL', 'LB']",,
7519,Aaron Patrick,DE,,,['DL'],,
2936,Rasheed Williams,RB,,,['RB'],,
9,Mike Scifres,P,,,['P'],,
4594,Alex Barrett,DE,,,['DL'],,
3211,Paul Perkins,RB,,,['RB'],,
7593,Trey Sermon,RB,PIT,,['RB'],,
3731,Eric Lee,DE,,,"['DL', 'LB']",,
6489,Taryn Christion,QB,,,['QB'],,
11855,Amari Gainer,LB,LV,,['LB'],,
8391,Dominique Robinson,DL,CHI,,['DL'],,
7614,Darius Clark,RB,,Questionable,['RB'],,
13142,J.R. Singleton,DL,SEA,,['DL'],,
12832,Blayne Taylor,WR,IND,,['WR'],,
12809,Mac Dalena,WR,KC,,['WR'],,
6966,Javon Leake,RB,,,['RB'],,
1209,Robert Blanton,FS,,,['DB'],,
4548,Joel Bouagnon,RB,,,['RB'],,
7967,Lawrence White,DB,,,['DB'],,
114,Todd Herremans,G,,,['OL'],,
5316,Will Clapp,C,NO,,['OL'],,
12354,Easton Dean,TE,,,['TE'],,
3021,Devin Gardner,WR,,,['WR'],,
11579,Audric Estime,RB,DEN,,['RB'],,
12584,Darien Porter,DB,LV,,['DB'],,
2267,Jimmie Ward,DB,HOU,PUP,['DB'],,
12742,Connor Colby,OL,SF,,['OL'],,
342,Cameron Wake,DE,,,"['DL', 'LB']",,
11572,Player Invalid,RB,,,['RB'],,
1588,Nick Moody,LB,,,['LB'],,
6206,Cody Brown,SS,,,['DB'],,
13089,Caleb Etienne,OL,CIN,,['OL'],,
2225,Alex Bayer,TE,,,['TE'],,
4809,Brandon Greene,G,,,['OL'],,
6125,Jeffery Simmons,DT,TEN,,['DL'],,
HOU,Houston Texans,DEF,HOU,,['DEF'],,
3294,Dak Prescott,QB,DAL,,['QB'],,
4031,Travis Wilson,TE,,,['TE'],,
4084,Tyus Bowser,LB,,Questionable,['LB'],,
6241,Jontrell Rocquemore,S,,,['DB'],,
11611,Player Invalid,WR,,,['WR'],,
11252,Christian Young,DB,,,['DB'],,
1910,Connor Shaw,QB,,,['QB'],,
7770,Patrick Johnson,LB,PHI,,['DL'],,
7373,Gus Cumberlander,DE,,,['DL'],,
3499,Dillon Lee,OLB,,,['LB'],,
16,Ray Rice,RB,,,['RB'],,
51,Anthony Fasano,TE,,,['TE'],,
12330,Aaron Brule,LB,,,['LB'],,
10934,Zach Harrison,DE,ATL,,['DL'],,
7120,Trevis Gipson,LB,,,"['DL', 'LB']",,
7274,Tyler Simmons,WR,,,['WR'],,
5359,Dorren Miller,WR,,,['WR'],,
2127,Mohammed Seisay,CB,,,['DB'],,
934,Ryan Taylor,TE,,,['TE'],,
7017,Trajan Bandy,CB,,,['DB'],,
8010,Kenny Randall,DT,,,['DL'],,
7873,Jordan Meredith,OL,LV,,['OL'],,
3768,Darius Powe,WR,,,['WR'],,
6880,Logan Wilson,LB,CIN,,['LB'],,
8296,Kaiir Elam,DB,DAL,,['DB'],,
5079,Darius Phillips,CB,,,['DB'],,
11324,Anderson Hardy,OL,,,['OL'],,
12752,Eric Gregory,DT,CIN,,['DL'],,
8473,Eric Johnson,DT,IND,,['DL'],,
3517,Hunter Sharp,WR,,,['WR'],,
2851,Kaleb Eulls,DT,,,['DL'],,
12180,Alex McNulty,K,,,['K'],,
2498,Derron Smith,SS,,,['DB'],,
2661,Brock Hekking,OLB,,,['LB'],,
7869,David Moore,G,,,"['OG', 'OL']",,
3609,Chris King,WR,,,['WR'],,
421,Matthew Stafford,QB,LAR,Questionable,['QB'],,
6654,JoJo Tillery,FS,,,['DB'],,
1293,Jeremy Stewart,RB,,,['RB'],,
4368,Hardy Nickerson,LB,,Questionable,['LB'],,
11636,Johnny Wilson,WR,PHI,,['WR'],,
5258,Damon Gibson,WR,,,['WR'],,
8134,Khalil Shakir,WR,BUF,Questionable,['WR'],,
7380,Tyler Haycraft,T,,,['OL'],,
6023,Iman Marshall,CB,,,['DB'],,
1634,Jason Weaver,OT,,,['OL'],,
5513,Tracy Sprinkle,DT,,,['DL'],,
467,Sean Smith,CB,,,['DB'],,
6555,AJ Cole,P,LV,,['P'],,
3823,Sam Carlson,G,,,['OL'],,
5398,Justin Crawford,RB,,,['RB'],,
8312,Kalon Barnes,DB,,Questionable,['DB'],,
7828,Noah Gray,TE,KC,,['TE'],,
3603,Kameron Canaday,LS,,,['LS'],,
10861,Xazavian Valladay,RB,,,['RB'],,
11667,Dallas Turner,LB,MIN,,"['DL', 'LB']",,
6098,Ben Burr-Kirven,LB,,,['LB'],,
13095,Wande Owens,DB,BUF,,['DB'],,
12564,Kenneth Grant,DL,MIA,,['DL'],,
11218,Cam Bright,LB,,,['LB'],,
12006,Sheridan Jones,CB,,,['DB'],,
5482,Austin Davis,C,,,['OL'],,
NE,New England Patriots,DEF,NE,,['DEF'],,
4814,De'Quan Hampton,WR,,,['WR'],,
7397,Parker Houston,TE,,,['TE'],,
13148,Aaron Smith,LB,NYJ,,['LB'],,
12579,Jordan Burch,DL,ARI,,['DL'],,
6841,Jordan Elliott,DT,SF,,['DL'],,
11557,Joe Milton,QB,DAL,,['QB'],,
5052,Ronald Jones,RB,,,['RB'],,
4128,Chad Williams,WR,,Questionable,['WR'],,
888,Sterling Moore,CB,,,['DB'],,
3059,Dan Campbell,,,,,,
6516,Blake Blackmar,G,,,['OL'],,
5677,Mo Porter,OT,,,['OL'],,
3128,Jim Schwartz,,,,,,
11054,Travis Bell,DL,MIN,,['DL'],,
6626,Isaac Zico,WR,,,['WR'],,
6757,James Fisher,LS,,,['LS'],,
6780,Joe Houston,,,,,,
2550,Taurean Nixon,CB,,,['DB'],,
5995,Justice Hill,RB,BAL,,['RB'],,
3524,Marquise Williams,QB,,,['QB'],,
1375,Marc Anthony,CB,,,['DB'],,
7753,Pressley Harvin,P,,,['P'],,
3941,Tylor Harris,DT,,,['DL'],,
4115,Pat Elflein,G,,Questionable,['OL'],,
11764,Josh Newton,CB,CIN,,['DB'],,
1784,Ross Weaver,CB,,,['DB'],,
5895,Chris Lindstrom,G,ATL,,"['OG', 'OL']",,
