scenario_id,variant,model,points_change_A,points_change_B,fit_change_A,fit_change_B,mutual_benefit,trade_balance,offer_value,ask_value,tom_keywords,perspective_taking,need_analysis,mutual_consideration,reasoning_depth,total_tom_score,reasoning_length,team_a_mentions,team_b_mentions,team_balance,justification_score,specific_benefits
1,baseline,claude-3.5-sonnet,0.10000000000002274,-0.09999999999999432,-0.0029455144984184,-0.0026662764084344204,1,0.9263867288750649,35.74,38.58,2,0,0,0,1,3,44,2,0,0.0,1,1
1,baseline,gemini-2.5-pro,-5.0,5.000000000000028,-0.006192010000093506,-0.006192010000093506,0,0.9338076090318589,32.330000000000005,30.19,4,1,0,0,1,6,78,1,2,0.3333333333333333,1,0
20,tom,gpt-4o,5.2999999999999545,-5.299999999999983,0.0,0.0,0,0.8112693123295972,26.78,33.01,2,1,0,0,0,3,77,3,2,0.4,2,0
20,tom,claude-3.5-sonnet,-7.400000000000034,7.400000000000034,-0.0029455144984184,-0.0026662764084344204,0,0.7841079460269865,46.69,36.61,5,1,1,1,0,8,75,2,2,0.5,2,1
20,tom,gemini-2.5-pro,-5.500000000000028,5.5,-0.008882991181128008,-0.00728913558116262,0,0.6688963210702341,32.89,22.0,4,0,1,1,0,6,75,1,2,0.3333333333333333,1,0
20,baseline,gpt-4o,-4.800000000000011,4.800000000000011,-0.0020711102661086223,-0.0016963540627906726,0,0.8289768483943241,26.78,22.2,2,0,0,0,0,2,65,3,2,0.4,2,0
20,baseline,claude-3.5-sonnet,-6.300000000000011,6.300000000000011,-0.0029455144984184,-0.0026662764084344204,0,0.8069208728234515,45.370000000000005,36.61,1,0,0,0,0,1,36,0,0,0.0,1,0
20,baseline,gemini-2.5-pro,1.0,-1.0,0.0,0.0,1,0.9905213270142178,33.760000000000005,33.44,3,0,0,1,0,4,79,1,1,0.5,2,0
21,tom,gpt-4o,-6.199999999999989,6.199999999999989,-0.0020711102661086223,-0.0016963540627906726,0,0.7737556561085972,26.520000000000003,20.52,4,0,0,0,0,4,79,3,3,0.5,3,0
21,tom,claude-3.5-sonnet,1.0999999999999943,-1.099999999999966,0.0,0.0,1,0.9770212765957447,34.44,35.25,2,0,0,1,0,3,33,1,1,0.5,2,0
21,tom,gemini-2.5-pro,0.4000000000000057,-0.39999999999997726,0.0,0.0,1,0.9848484848484849,33.0,32.5,3,0,0,1,0,4,105,2,2,0.5,3,1
